Poison	pokemon	Bellsprout	069	Route 15	place	route
Poison	pokemon	Bellsprout	069	Route 24	place	route
Poison	pokemon	Bellsprout	069	Route 25	place	route
Poison	pokemon	Bellsprout	069	route 5	place	route
Poison	pokemon	Bellsprout	069	route 6	place	route
Poison	pokemon	Bellsprout	069	route 7	place	route
Poison	pokemon	Bellsprout	069	route 12	place	route
Poison	pokemon	Weepinbell	070	Route 13	place	route
Poison	pokemon	Weepinbell	070	Route 14	place	route
Poison	pokemon	Weepinbell	070	Route 15	place	route
Poison	pokemon	Weepinbell	070	route 12	place	route
Poison	pokemon	Tentacool	072	Route 13	place	route
Poison	pokemon	Tentacool	072	Route 17	place	route
Poison	pokemon	Tentacool	072	Route 18	place	route
Poison	pokemon	Tentacool	072	Route 19	place	route
Poison	pokemon	Tentacool	072	Route 20	place	route
Poison	pokemon	Tentacool	072	Route 21	place	route
Poison	pokemon	Tentacool	072	route 12	place	route
Poison	pokemon	Grimer	088	Pokemon Mansion	place	landmark
Poison	pokemon	Muk	089	Pokemon Mansion	place	landmark
Poison	pokemon	Gastly	092	Pokemon Tower	place	landmark
Poison	pokemon	Haunter	093	Pokemon Tower	place	landmark
Fire	pokemon	Charmander	004	Pallet Town	place	city/town
Fire	pokemon	Magmar	126	Pokemon Mansion	place	landmark
Fire	pokemon	Moltres	146	Victory Road	place	landmark
Fire	pokemon	Vulpix	037	Pokemon Mansion	place	landmark
Fire	pokemon	Vulpix	037	route 7	place	route
Fire	pokemon	Vulpix	037	route 8	place	route
Fire	pokemon	Growlithe	058	Pokemon Mansion	place	landmark
Fire	pokemon	Growlithe	058	route 7	place	route
Fire	pokemon	Growlithe	058	route 8	place	route
Fire	pokemon	Ponyta	077	Pokemon Mansion	place	landmark
Flying	pokemon	Pidgey	016	route 1	place	route
Flying	pokemon	Pidgey	016	Route 13	place	route
Flying	pokemon	Pidgey	016	Route 14	place	route
Flying	pokemon	Pidgey	016	Route 15	place	route
Flying	pokemon	Pidgey	016	Route 21	place	route
Flying	pokemon	Pidgey	016	Route 24	place	route
Flying	pokemon	Pidgey	016	Route 25	place	route
Flying	pokemon	Pidgey	016	route 2	place	route
Flying	pokemon	Pidgey	016	route 3	place	route
Flying	pokemon	Pidgey	016	route 5	place	route
Flying	pokemon	Pidgey	016	route 6	place	route
Flying	pokemon	Pidgey	016	route 7	place	route
Flying	pokemon	Pidgey	016	route 8	place	route
Flying	pokemon	Pidgey	016	route 12	place	route
Flying	pokemon	Pidgeotto	017	Route 14	place	route
Flying	pokemon	Pidgeotto	017	Route 15	place	route
Flying	pokemon	Pidgeotto	017	Route 21	place	route
Flying	pokemon	Spearow	021	Vermilion City	place	city/town
Flying	pokemon	Spearow	021	Route 17	place	route
Flying	pokemon	Spearow	021	Route 18	place	route
Flying	pokemon	Spearow	021	Route 22	place	route
Flying	pokemon	Spearow	021	Route 23	place	route
Flying	pokemon	Spearow	021	route 3	place	route
Flying	pokemon	Spearow	021	route 4	place	route
Flying	pokemon	Spearow	021	route 9	place	route
Flying	pokemon	Spearow	021	route 10	place	route
Flying	pokemon	Spearow	021	route 11	place	route
Flying	pokemon	Spearow	021	Route 16	place	route
Flying	pokemon	Zubat	041	Rock Tunnel	place	landmark
Flying	pokemon	Zubat	041	Mt. Moon	place	landmark
Flying	pokemon	Zubat	041	Seafoam I	place	landmark
Flying	pokemon	Zubat	041	Victory Road	place	landmark
Flying	pokemon	Golbat	042	Cerulean Cave	place	landmark
Flying	pokemon	Golbat	042	Seafoam I	place	landmark
Flying	pokemon	Golbat	042	Victory Road	place	landmark
Flying	pokemon	Scyther	123	Safari Zone	place	landmark
Flying	pokemon	Scyther	123	Celadon Game Corner	place	landmark
Flying	pokemon	Aerodactyl	142	Pewter City	place	city/town
Flying	pokemon	Articuno	144	Seafoam I	place	landmark
Flying	pokemon	Moltres	146	Victory Road	place	landmark
Flying	pokemon	Fearow	022	Route 17	place	route
Flying	pokemon	Fearow	022	Route 18	place	route
Flying	pokemon	Fearow	022	Route 23	place	route
Flying	pokemon	Farfetch'd	083	Vermilion City	place	city/town
Flying	pokemon	Doduo	084	Route 17	place	route
Flying	pokemon	Doduo	084	Route 18	place	route
Flying	pokemon	Doduo	084	Route 16	place	route
Flying	pokemon	Dodrio	085	Cerulean Cave	place	landmark
Water	pokemon	Squirtle	007	Pallet Town	place	city/town
Water	pokemon	Horsea	116	Celadon Game Corner	place	landmark
Water	pokemon	Horsea	116	Seafoam I	place	landmark
Water	pokemon	Horsea	116	Route 19	place	route
Water	pokemon	Horsea	116	Route 20	place	route
Water	pokemon	Horsea	116	Route 21	place	route
Water	pokemon	Seadra	117	Seafoam I	place	landmark
Water	pokemon	Seadra	117	Route 23	place	route
Water	pokemon	Goldeen	118	Seafoam I	place	landmark
Water	pokemon	Goldeen	118	Route 13	place	route
Water	pokemon	Goldeen	118	Route 14	place	route
Water	pokemon	Goldeen	118	Route 17	place	route
Water	pokemon	Goldeen	118	Route 18	place	route
Water	pokemon	Goldeen	118	Route 19	place	route
Water	pokemon	Goldeen	118	Route 20	place	route
Water	pokemon	Goldeen	118	Route 21	place	route
Water	pokemon	Goldeen	118	Route 22	place	route
Water	pokemon	Goldeen	118	Route 23	place	route
Water	pokemon	Goldeen	118	Route 24	place	route
Water	pokemon	Goldeen	118	Route 25	place	route
Water	pokemon	Goldeen	118	route 4	place	route
Water	pokemon	Goldeen	118	route 6	place	route
Water	pokemon	Goldeen	118	route 10	place	route
Water	pokemon	Goldeen	118	route 11	place	route
Water	pokemon	Goldeen	118	route 12	place	route
Water	pokemon	Seaking	119	Route 23	place	route
Water	pokemon	Staryu	120	Seafoam I	place	landmark
Water	pokemon	Staryu	120	Route 19	place	route
Water	pokemon	Staryu	120	Route 20	place	route
Water	pokemon	Staryu	120	Route 21	place	route
Water	pokemon	Magikarp	129	Seafoam I	place	landmark
Water	pokemon	Magikarp	129	Route 13	place	route
Water	pokemon	Magikarp	129	Route 14	place	route
Water	pokemon	Magikarp	129	Route 17	place	route
Water	pokemon	Magikarp	129	Route 18	place	route
Water	pokemon	Magikarp	129	Route 19	place	route
Water	pokemon	Magikarp	129	Route 20	place	route
Water	pokemon	Magikarp	129	Route 21	place	route
Water	pokemon	Magikarp	129	Route 22	place	route
Water	pokemon	Magikarp	129	Route 23	place	route
Water	pokemon	Magikarp	129	Route 24	place	route
Water	pokemon	Magikarp	129	Route 25	place	route
Water	pokemon	Magikarp	129	route 4	place	route
Water	pokemon	Magikarp	129	route 6	place	route
Water	pokemon	Magikarp	129	route 10	place	route
Water	pokemon	Magikarp	129	route 11	place	route
Water	pokemon	Magikarp	129	route 12	place	route
Water	pokemon	Lapras	131	Fuchsia City	place	city/town
Water	pokemon	Lapras	131	Silph Co.	place	landmark
Water	pokemon	Omanyte	138	Fuchsia City	place	city/town
Water	pokemon	Kabuto	140	Fuchsia City	place	city/town
Water	pokemon	Kabutops	141	Pewter City	place	city/town
Water	pokemon	Psyduck	054	Lavender Town	place	city/town
Water	pokemon	Psyduck	054	Seafoam I	place	landmark
Water	pokemon	Psyduck	054	Route 24	place	route
Water	pokemon	Psyduck	054	Route 25	place	route
Water	pokemon	Psyduck	054	route 4	place	route
Water	pokemon	Psyduck	054	route 6	place	route
Water	pokemon	Golduck	055	Seafoam I	place	landmark
Water	pokemon	Poliwag	060	Seafoam I	place	landmark
Water	pokemon	Poliwag	060	Route 13	place	route
Water	pokemon	Poliwag	060	Route 14	place	route
Water	pokemon	Poliwag	060	Route 17	place	route
Water	pokemon	Poliwag	060	Route 18	place	route
Water	pokemon	Poliwag	060	Route 19	place	route
Water	pokemon	Poliwag	060	Route 20	place	route
Water	pokemon	Poliwag	060	Route 21	place	route
Water	pokemon	Poliwag	060	Route 22	place	route
Water	pokemon	Poliwag	060	Route 23	place	route
Water	pokemon	Poliwag	060	Route 24	place	route
Water	pokemon	Poliwag	060	Route 25	place	route
Water	pokemon	Poliwag	060	route 4	place	route
Water	pokemon	Poliwag	060	route 6	place	route
Water	pokemon	Poliwag	060	route 10	place	route
Water	pokemon	Poliwag	060	route 11	place	route
Water	pokemon	Poliwag	060	route 12	place	route
Water	pokemon	Poliwhirl	061	Cerulean City	place	city/town
Water	pokemon	Poliwhirl	061	route 10	place	route
Water	pokemon	Tentacool	072	Route 13	place	route
Water	pokemon	Tentacool	072	Route 17	place	route
Water	pokemon	Tentacool	072	Route 18	place	route
Water	pokemon	Tentacool	072	Route 19	place	route
Water	pokemon	Tentacool	072	Route 20	place	route
Water	pokemon	Tentacool	072	Route 21	place	route
Water	pokemon	Tentacool	072	route 12	place	route
Water	pokemon	Slowpoke	079	Fuchsia City	place	city/town
Water	pokemon	Slowpoke	079	Seafoam I	place	landmark
Water	pokemon	Slowpoke	079	route 10	place	route
Water	pokemon	Slowbro	080	Seafoam I	place	landmark
Water	pokemon	Slowbro	080	Route 23	place	route
Water	pokemon	Seel	086	Seafoam I	place	landmark
Water	pokemon	Dewgong	087	Seafoam I	place	landmark
Water	pokemon	Shellder	090	Seafoam I	place	landmark
Water	pokemon	Shellder	090	Route 19	place	route
Water	pokemon	Shellder	090	Route 20	place	route
Water	pokemon	Shellder	090	Route 21	place	route
Water	pokemon	Shellder	090	route 6	place	route
Water	pokemon	Shellder	090	route 11	place	route
Water	pokemon	Krabby	098	Seafoam I	place	landmark
Water	pokemon	Krabby	098	Route 13	place	route
Water	pokemon	Krabby	098	Route 17	place	route
Water	pokemon	Krabby	098	Route 18	place	route
Water	pokemon	Krabby	098	Route 24	place	route
Water	pokemon	Krabby	098	Route 25	place	route
Water	pokemon	Krabby	098	route 4	place	route
Water	pokemon	Krabby	098	route 6	place	route
Water	pokemon	Krabby	098	route 11	place	route
Water	pokemon	Krabby	098	route 12	place	route
Water	pokemon	Kingler	099	Seafoam I	place	landmark
Water	pokemon	Kingler	099	Route 23	place	route
Bug	pokemon	Caterpie	010	Viridian Forest	place	landmark
Bug	pokemon	Caterpie	010	Route 24	place	route
Bug	pokemon	Caterpie	010	Route 25	place	route
Bug	pokemon	Caterpie	010	route 2	place	route
Bug	pokemon	Metapod	011	Viridian Forest	place	landmark
Bug	pokemon	Metapod	011	Route 24	place	route
Bug	pokemon	Metapod	011	Route 25	place	route
Bug	pokemon	Weedle	013	Viridian Forest	place	landmark
Bug	pokemon	Weedle	013	Route 24	place	route
Bug	pokemon	Weedle	013	Route 25	place	route
Bug	pokemon	Weedle	013	route 2	place	route
Bug	pokemon	Kakuna	014	Viridian Forest	place	landmark
Bug	pokemon	Kakuna	014	Route 24	place	route
Bug	pokemon	Kakuna	014	Route 25	place	route
Bug	pokemon	Paras	046	Mt. Moon	place	landmark
Bug	pokemon	Parasect	047	Safari Zone	place	landmark
Bug	pokemon	Parasect	047	Cerulean Cave	place	landmark
Bug	pokemon	Venonat	048	Safari Zone	place	landmark
Bug	pokemon	Venonat	048	Route 13	place	route
Bug	pokemon	Venonat	048	Route 14	place	route
Bug	pokemon	Venonat	048	Route 15	place	route
Bug	pokemon	Venonat	048	route 12	place	route
Bug	pokemon	Venomoth	049	Cerulean Cave	place	landmark
Bug	pokemon	Venomoth	049	Victory Road	place	landmark
Bug	pokemon	Scyther	123	Safari Zone	place	landmark
Bug	pokemon	Scyther	123	Celadon Game Corner	place	landmark
Bug	pokemon	Pinsir	127	Safari Zone	place	landmark
Bug	pokemon	Pinsir	127	Celadon Game Corner	place	landmark
Normal	pokemon	Pidgey	016	route 1	place	route
Normal	pokemon	Pidgey	016	Route 13	place	route
Normal	pokemon	Pidgey	016	Route 14	place	route
Normal	pokemon	Pidgey	016	Route 15	place	route
Normal	pokemon	Pidgey	016	Route 21	place	route
Normal	pokemon	Pidgey	016	Route 24	place	route
Normal	pokemon	Pidgey	016	Route 25	place	route
Normal	pokemon	Pidgey	016	route 2	place	route
Normal	pokemon	Pidgey	016	route 3	place	route
Normal	pokemon	Pidgey	016	route 5	place	route
Normal	pokemon	Pidgey	016	route 6	place	route
Normal	pokemon	Pidgey	016	route 7	place	route
Normal	pokemon	Pidgey	016	route 8	place	route
Normal	pokemon	Pidgey	016	route 12	place	route
Normal	pokemon	Pidgeotto	017	Route 14	place	route
Normal	pokemon	Pidgeotto	017	Route 15	place	route
Normal	pokemon	Pidgeotto	017	Route 21	place	route
Normal	pokemon	Rattata	019	route 1	place	route
Normal	pokemon	Rattata	019	Route 21	place	route
Normal	pokemon	Rattata	019	Route 22	place	route
Normal	pokemon	Rattata	019	route 2	place	route
Normal	pokemon	Rattata	019	route 4	place	route
Normal	pokemon	Rattata	019	route 9	place	route
Normal	pokemon	Rattata	019	Route 16	place	route
Normal	pokemon	Raticate	020	Route 17	place	route
Normal	pokemon	Raticate	020	Route 18	place	route
Normal	pokemon	Raticate	020	Route 21	place	route
Normal	pokemon	Raticate	020	Route 16	place	route
Normal	pokemon	Spearow	021	Vermilion City	place	city/town
Normal	pokemon	Spearow	021	Route 17	place	route
Normal	pokemon	Spearow	021	Route 18	place	route
Normal	pokemon	Spearow	021	Route 22	place	route
Normal	pokemon	Spearow	021	Route 23	place	route
Normal	pokemon	Spearow	021	route 3	place	route
Normal	pokemon	Spearow	021	route 4	place	route
Normal	pokemon	Spearow	021	route 9	place	route
Normal	pokemon	Spearow	021	route 10	place	route
Normal	pokemon	Spearow	021	route 11	place	route
Normal	pokemon	Spearow	021	Route 16	place	route
Normal	pokemon	Jigglypuff	039	route 3	place	route
Normal	pokemon	Lickitung	108	Route 18	place	route
Normal	pokemon	Chansey	113	Fuchsia City	place	city/town
Normal	pokemon	Chansey	113	Safari Zone	place	landmark
Normal	pokemon	Kangaskhan	115	Fuchsia City	place	city/town
Normal	pokemon	Ditto	132	Cerulean Cave	place	landmark
Normal	pokemon	Ditto	132	Route 13	place	route
Normal	pokemon	Ditto	132	Route 14	place	route
Normal	pokemon	Ditto	132	Route 15	place	route
Normal	pokemon	Ditto	132	Route 23	place	route
Normal	pokemon	Eevee	133	Celadon City	place	city/town
Normal	pokemon	Eevee	133	Pallet Town	place	city/town
Normal	pokemon	Porygon	137	Celadon Game Corner	place	landmark
Normal	pokemon	Snorlax	143	Rock Tunnel	place	landmark
Normal	pokemon	Snorlax	143	Route 16	place	route
Normal	pokemon	Fearow	022	Route 17	place	route
Normal	pokemon	Fearow	022	Route 18	place	route
Normal	pokemon	Fearow	022	Route 23	place	route
Normal	pokemon	Meowth	052	route 5	place	route
Normal	pokemon	Meowth	052	route 6	place	route
Normal	pokemon	Meowth	052	route 7	place	route
Normal	pokemon	Meowth	052	route 8	place	route
Normal	pokemon	Farfetch'd	083	Vermilion City	place	city/town
Normal	pokemon	Doduo	084	Route 17	place	route
Normal	pokemon	Doduo	084	Route 18	place	route
Normal	pokemon	Doduo	084	Route 16	place	route
Normal	pokemon	Dodrio	085	Cerulean Cave	place	landmark
Electric	pokemon	Pikachu	025	Kanto Power Plant	place	landmark
Electric	pokemon	Pikachu	025	Pallet Town	place	city/town
Electric	pokemon	Pikachu	025	Celadon Game Corner	place	landmark
Electric	pokemon	Pikachu	025	Viridian Forest	place	landmark
Electric	pokemon	Raichu	026	Kanto Power Plant	place	landmark
Electric	pokemon	Raichu	026	Cerulean Cave	place	landmark
Electric	pokemon	Electabuzz	125	Kanto Power Plant	place	landmark
Electric	pokemon	Magnemite	081	Kanto Power Plant	place	landmark
Electric	pokemon	Magneton	082	Kanto Power Plant	place	landmark
Electric	pokemon	Magneton	082	Cerulean Cave	place	landmark
Electric	pokemon	Voltorb	100	Fuchsia City	place	city/town
Electric	pokemon	Voltorb	100	Kanto Power Plant	place	landmark
Electric	pokemon	Voltorb	100	route 10	place	route
Ground	pokemon	Sandshrew	027	Route 23	place	route
Ground	pokemon	Sandshrew	027	route 4	place	route
Ground	pokemon	Sandshrew	027	route 8	place	route
Ground	pokemon	Sandshrew	027	route 9	place	route
Ground	pokemon	Sandshrew	027	route 10	place	route
Ground	pokemon	Sandshrew	027	route 11	place	route
Ground	pokemon	Sandslash	028	Cerulean Cave	place	landmark
Ground	pokemon	Sandslash	028	Route 23	place	route
Ground	pokemon	Diglett	050	Cerulean City	place	city/town
Ground	pokemon	Diglett	050	Diglett's Cave	place	landmark
Ground	pokemon	Dugtrio	051	Diglett's Cave	place	landmark
Ground	pokemon	Cubone	104	Lavender Town	place	city/town
Ground	pokemon	Cubone	104	Pokemon Tower	place	landmark
Ground	pokemon	Marowak	105	Victory Road	place	landmark
Ground	pokemon	Rhyhorn	111	Safari Zone	place	landmark
Ground	pokemon	Geodude	074	Rock Tunnel	place	landmark
Ground	pokemon	Geodude	074	Mt. Moon	place	landmark
Ground	pokemon	Geodude	074	Victory Road	place	landmark
Ground	pokemon	Onix	095	Rock Tunnel	place	landmark
Ground	pokemon	Onix	095	Victory Road	place	landmark
Ground	pokemon	Graveler	075	Victory Road	place	landmark
Fairy	pokemon	Clefairy	035	Mt. Moon	place	landmark
Fairy	pokemon	Clefairy	035	Celadon Game Corner	place	landmark
Fairy	pokemon	Clefable	036	Celadon Game Corner	place	landmark
Fairy	pokemon	Jigglypuff	039	route 3	place	route
Psychic	pokemon	Exeggcute	102	Safari Zone	place	landmark
Psychic	pokemon	Mr.Mime	122	route 2	place	route
Psychic	pokemon	Jynx	124	Cerulean City	place	city/town
Psychic	pokemon	Mewtwo	150	Cinnabar Island	place	city/town
Psychic	pokemon	Mewtwo	150	Cerulean City	place	city/town
Psychic	pokemon	Mewtwo	150	Cerulean Cave	place	landmark
Psychic	pokemon	Abra	063	Celadon Game Corner	place	landmark
Psychic	pokemon	Abra	063	Route 24	place	route
Psychic	pokemon	Abra	063	Route 25	place	route
Psychic	pokemon	Kadabra	064	Cerulean Cave	place	landmark
Psychic	pokemon	Slowpoke	079	Fuchsia City	place	city/town
Psychic	pokemon	Slowpoke	079	Seafoam I	place	landmark
Psychic	pokemon	Slowpoke	079	route 10	place	route
Psychic	pokemon	Slowbro	080	Seafoam I	place	landmark
Psychic	pokemon	Slowbro	080	Route 23	place	route
Psychic	pokemon	Drowzee	096	route 11	place	route
Psychic	pokemon	Hypno	097	Cerulean Cave	place	landmark
Fighting	pokemon	Hitmonlee	106	Saffron City	place	city/town
Fighting	pokemon	Hitmonchan	107	Saffron City	place	city/town
Fighting	pokemon	Mankey	056	route 5	place	route
Fighting	pokemon	Mankey	056	route 6	place	route
Fighting	pokemon	Mankey	056	route 7	place	route
Fighting	pokemon	Mankey	056	route 8	place	route
Fighting	pokemon	Machop	066	Rock Tunnel	place	landmark
Fighting	pokemon	Machop	066	Vermilion City	place	city/town
Fighting	pokemon	Machop	066	Victory Road	place	landmark
Fighting	pokemon	Machoke	067	Victory Road	place	landmark
Rock	pokemon	Rhyhorn	111	Safari Zone	place	landmark
Rock	pokemon	Omanyte	138	Fuchsia City	place	city/town
Rock	pokemon	Kabuto	140	Fuchsia City	place	city/town
Rock	pokemon	Kabutops	141	Pewter City	place	city/town
Rock	pokemon	Aerodactyl	142	Pewter City	place	city/town
Rock	pokemon	Geodude	074	Rock Tunnel	place	landmark
Rock	pokemon	Geodude	074	Mt. Moon	place	landmark
Rock	pokemon	Geodude	074	Victory Road	place	landmark
Rock	pokemon	Onix	095	Rock Tunnel	place	landmark
Rock	pokemon	Onix	095	Victory Road	place	landmark
Rock	pokemon	Graveler	075	Victory Road	place	landmark
Ice	pokemon	Jynx	124	Cerulean City	place	city/town
Ice	pokemon	Lapras	131	Fuchsia City	place	city/town
Ice	pokemon	Lapras	131	Silph Co.	place	landmark
Ice	pokemon	Articuno	144	Seafoam I	place	landmark
Ice	pokemon	Dewgong	087	Seafoam I	place	landmark
Fire,	pokemon	Moltres	146	Victory Road	place	landmark
Dragon	pokemon	Dratini	147	Celadon Game Corner	place	landmark
Dragon	pokemon	Dragonair	148	Celadon Game Corner	place	landmark
Steel	pokemon	Magnemite	081	Kanto Power Plant	place	landmark
Steel	pokemon	Magneton	082	Kanto Power Plant	place	landmark
Steel	pokemon	Magneton	082	Cerulean Cave	place	landmark
Ghost	pokemon	Gastly	092	Pokemon Tower	place	landmark
Ghost	pokemon	Haunter	093	Pokemon Tower	place	landmark
